-2.129864358420971160e-01,3.168775960284211934e-01,5.717036130397945559e-01,-4.007940295222923721e-01,-4.888395564816740146e-02,-5.382421296327982718e-01,-2.028598814821935825e-02,6.646501250281919293e-02,5.235054676726080825e-02,-1.119319862033784502e-02,8.288101869668151878e-01,1.790565247114132563e-01,4.168208024595775746e-02,3.781796912807824373e-01,-4.165425715589487488e-01,1.646778216180611737e-02,1.675094002286399431e-01,8.458411279973792052e-01,-3.660347096351980467e-02,-2.709454169936435508e-01
-6.431034062631032500e-01,-5.573415602331445173e-01,3.936287996592191529e-01,8.671882373560020618e-02,-1.672431267827241830e-01,3.132785487398686008e-01,-1.833103214134505429e-02,5.073740797903127792e-02,-3.021967630462265020e-01,-4.436493270860867311e-01,-2.042009223249623695e-01,-2.714385948510463220e-01,-3.731434171975524516e-01,1.654605123797971422e-01,-2.176062474806979286e-01,-1.077481146702009285e-01,2.282821854408863954e-02,-1.620559743091922744e-01,-3.852987215593863257e-01,9.535517629025792863e-02
1.441827896247478979e-01,8.956397225717342009e-03,8.358333024018516078e-02,-1.046254401700723730e-01,-8.968084194974757992e-03,-1.174141858973709943e-02,-1.312677135838776210e-01,2.738027272919517363e-02,1.986707545057983804e-01,1.950569048862211829e-01,-8.734451335796382387e-02,5.511593879064458079e-02,1.262309032180340858e-02,9.848034994769795658e-02,-1.415728290103901617e-02,3.397438792351062942e-01,-1.773199356747941491e-01,-4.059089222890270299e-01,-2.577723525751975386e-01,3.347993489227297781e-01
1.936155588691705343e-01,-7.071959118708144587e-02,-7.613404184649359870e-03,-1.041677248729181160e-01,-6.575067048489165178e-02,4.195357671185273585e-02,-1.847302764420283017e-01,-2.434557067563670740e-01,4.481534520205301964e-01,9.770948850229965732e-02,-1.179631945798139264e-01,-1.957980716003611954e-01,-2.600088520230168787e-01,-1.196568037962100622e-01,-3.857139936882940101e-01,-9.053641183515122315e-02,-4.395884300838374115e-01,3.526634244605105634e-02,1.502540364819156538e-01,4.199519661725020780e-01
-4.881205769479651235e-01,-5.088790883464705539e-01,6.520336834819601135e-01,8.748652816554967904e-02,-1.570713134960445290e-01,1.571940914889639607e-01,2.066447967355499460e-01,-2.365085692314220223e-01,-2.866056837109605127e-01,-5.769420439908785614e-01,-1.754100290774915916e-01,-2.439709005107177919e-01,-5.114258971453947838e-02,1.140085700214541753e-01,-5.368210517716111296e-02,-1.219763371103647354e-01,-1.137105309446498763e-01,-7.045268399566478879e-02,-4.775367970995009759e-01,4.204427195003747619e-01
-9.103253266208531647e-02,6.181348554003115447e-01,-9.354387757583881857e-02,5.294682665697715285e-01,9.979989416393979240e-02,3.791230254658602972e-01,5.306037623097459299e-01,-4.711665004906411269e-01,-1.705416020499286867e-01,-5.928005650273803634e-02,-3.908817102665174126e-01,-6.459764064047314458e-02,1.707515470708954319e-01,4.526397526338390431e-01,-1.802081503788195427e-01,-2.886959440307728178e-02,-5.125398798362983399e-01,2.011929039884183812e-01,-1.691637363113913245e-02,2.494143230637490757e-02
-1.084557026068591438e-02,3.294965182410777849e-02,4.276365130785766411e-01,-1.093213374431645651e-01,-3.066848492278590951e-02,-2.139634862737639920e-01,-3.901902297155994404e-02,1.553918550180945733e-02,2.988555490070425869e-01,-4.743070177252350222e-02,1.529047914010536469e-01,2.983011425696628915e-01,5.943128114141537077e-01,1.474689584505410045e-01,1.380248280131414762e-01,9.649176087619776299e-02,-1.326016854999461508e-02,7.306580340064318113e-01,1.848064746307941375e-01,-3.689255921529563942e-01
1.625200740307032043e-01,-1.188812411166486893e-01,-1.957682352536542769e-01,4.179291379892187686e-01,-2.087208337977175532e-01,-7.017131633523351342e-01,-2.008699841123121055e-02,1.837443946929568361e-01,-7.756132690858895673e-01,4.780159401544423203e-02,-2.108098923098374322e-01,-6.869227539355923784e-02,7.986524372751627188e-02,3.545932912609545129e-02,-1.275303233075489491e-02,8.675718354908598662e-02,-2.496304658700863044e-01,3.324566652575655645e-01,9.638022845295445007e-02,4.166959130050710246e-03
-1.007685576070091321e-01,-1.206591210590855362e-01,1.672326721456517673e-01,1.032517463269803232e-01,2.815013140391166568e-01,-2.121520964340372142e-02,1.332958064934589848e-01,-1.057755625094406043e-01,2.811247314672337128e-01,2.844669066562152127e-01,-1.496810345947124574e-03,-3.830934616199122011e-01,8.691603916921825101e-02,2.787491169613788219e-02,-2.699578427302370409e-01,-6.639491887110879897e-01,4.975690292156394468e-01,4.192865620061906329e-01,-2.369663909576389116e-01,1.388271190080845631e-02
5.882855720510261621e-01,-1.641688397268223076e-01,-6.455441940256152755e-02,-5.636896998746049325e-02,-3.117218839865624758e-01,-6.967667788737323675e-02,-5.130507691365233658e-01,-3.960589192838769312e-01,4.832912984941289403e-01,3.806895774062923898e-02,-3.529491343163128070e-01,2.822054442617609737e-01,-3.633053232933456389e-01,3.334765467386558435e-01,1.348292873838942141e-01,-7.117620532503130199e-04,1.628890395385192424e-01,-2.982726277748387611e-01,-3.542575607971745755e-01,2.410863815076852157e-01
