-1.97270,1.46045,-1.49188,1.57496,0.65414,1.84689,-0.79128,0.08421,-0.60928
-0.16114,-1.24972,-0.50720,0.64455,-2.47459,-1.07292,1.40875,0.31740,0.88493
0.44970,-1.28046,-0.50801,-1.72730,-0.51358,0.87480,0.57994,-0.31324,-0.88063
1.06936,-0.47503,0.83867,-0.57868,1.24843,-1.01484,1.65846,0.54391,-1.36045
-0.88714,-1.58915,-1.46302,1.34129,-1.21119,-0.81504,-0.27847,0.43644,-0.75285
-0.96533,-0.20316,0.60165,0.26120,0.83516,-2.72872,0.30702,1.93981,0.39868
-1.46843,0.16981,0.17086,-0.62021,0.58108,0.62710,-0.01381,-1.31392,-0.02764
-0.80911,1.14318,0.25581,-1.73323,-0.51218,1.20013,-0.35002,0.58963,-1.55897
0.82638,-0.45647,0.79724,0.96099,2.04458,-1.16792,1.62405,-1.39521,-0.48561
-0.37931,-0.94900,-0.13092,-0.45658,0.48950,-1.48673,-1.58125,0.89378,-0.08006
-0.65169,-0.77127,2.90949,-0.13544,1.30487,0.95422,-0.06768,-0.54947,-0.41204
0.38457,-0.81133,-0.12493,-0.05736,2.29170,-2.07123,-0.47900,-1.48041,-0.60839
0.55244,0.51886,0.30561,-0.31112,-1.48014,-1.54855,-0.91677,-0.93059,1.25056
-0.31966,-1.09472,-0.93743,-0.64198,0.09047,1.13013,-0.40900,1.15151,-0.59255
1.05927,-0.20930,-0.79477,-0.78943,-0.06385,-0.01182,1.45762,0.11739,0.63473
-1.05773,0.59073,-0.46406,-0.22255,-1.08796,-1.75019,1.16947,0.09543,-0.51996
-0.04489,0.00030,1.19069,0.97531,-0.50683,0.04957,1.56188,1.02217,-1.22767
1.88994,1.21120,-0.40194,0.65903,0.50433,-1.75583,0.03334,1.59654,0.03387
-0.14961,-1.62330,-0.86992,1.16237,-1.46954,-0.31188,0.90980,-0.03099,0.55192
0.56481,-1.02394,-0.50698,-1.17328,-0.28423,1.41888,-0.30648,-1.16522,0.60433
-0.88786,0.22928,-1.14002,1.02833,-0.66688,-0.19449,1.04040,0.51752,1.52857
-0.39989,-0.89929,-1.20841,-2.47945,3.03903,-0.05220,0.99555,0.59748,-0.28735
0.57163,0.00550,-1.62500,-0.80429,-0.54717,0.42400,0.25487,0.61399,1.66684
-0.23412,0.67104,-0.28817,-1.19315,0.39350,0.70199,-0.44854,-0.13583,1.25226
1.03193,-1.74511,0.82305,0.81455,1.59758,-0.63209,-0.63571,-2.49522,-0.40780
0.29248,-0.20698,-0.25076,-1.65728,0.23591,1.17356,1.40519,0.23272,0.31354
-0.79720,0.79010,-0.01860,-0.15987,-0.40495,1.00601,-0.46134,1.06653,0.53855
0.96826,-1.07093,2.68226,-0.01258,0.93795,1.55468,-0.98101,-0.25943,-0.30552
-1.41271,0.74738,-0.68053,0.67070,0.63217,0.39192,0.07474,-0.61299,-0.56083
-0.39077,-0.51095,-0.20854,-1.09081,-0.84869,-0.77874,0.74451,0.58165,-0.30464
-0.67221,-0.13344,0.26644,-0.24447,-1.14133,-0.57650,0.76217,0.62377,0.61014
-0.83029,0.77052,0.38091,-1.13220,0.48488,0.13107,-0.08242,-0.60248,-1.00310
-0.27648,-0.19649,0.37318,1.25289,-0.49728,0.25558,-0.13294,-2.56151,-0.20914
0.66878,0.33375,0.24171,0.31764,-0.68001,1.20800,-0.49305,-1.23567,1.78148
-0.08427,-0.64991,0.52004,0.46279,2.42438,0.67603,0.40772,-1.12249,-0.25350
0.75669,-0.32079,1.50005,0.07702,0.26243,0.56334,-0.59949,0.47782,1.25784
-0.37521,-0.87842,-1.21090,1.51840,-1.86248,0.32420,-0.35134,-1.16609,-0.60599
0.08322,-0.23746,-2.08607,-0.98690,-0.20275,-0.63834,-1.27834,1.16822,0.24152
-0.06581,-0.45487,0.62276,0.57194,1.35886,0.72256,-0.25983,0.17352,-0.35215
-1.41929,1.24616,0.69233,-0.00901,0.12805,-1.15565,-0.48439,0.30840,-0.99766
-0.11474,-0.45155,-0.10073,-0.05332,-1.66692,0.01551,0.03292,1.18889,-0.99423
0.39674,-0.77684,-1.47245,-1.06232,1.57529,0.97380,3.99434,1.90819,0.22325
1.24139,1.28520,0.86542,-0.22449,0.60669,-0.34423,1.18477,-0.55501,0.02792
-1.72233,0.28851,0.35855,-1.36072,-0.93399,-0.10185,-0.34646,0.39612,-1.67234
1.62085,0.43862,0.47801,-1.40768,0.89455,1.63647,-2.16396,-0.51844,-1.53739
