-2.06138,1.76594,-1.35700,1.50687,-0.74835,-1.57274,-1.49800,0.18957
-0.41516,-1.39189,-0.28053,0.62875,2.42125,0.67405,1.60278,0.45633
0.52447,-1.23418,-0.36785,-1.67709,0.75899,-1.00569,0.00722,0.19574
1.20894,-0.25079,0.81686,-0.56577,-1.12782,0.70074,2.11075,0.59677
-0.70016,-1.72585,-1.13244,1.15094,1.67650,0.77259,-0.21601,0.95507
-1.14954,0.11442,0.62080,0.04577,-0.86551,2.99707,0.21111,1.73323
-1.39180,0.01078,0.04253,-0.68628,-0.54826,-0.90637,-0.22897,-1.48511
-0.87300,1.01124,0.24494,-1.42631,-0.13857,-1.25926,-0.32682,0.04341
0.80516,-0.49951,0.91683,1.16803,-1.86257,1.00454,0.83016,-1.11115
-0.28141,-1.04151,-0.20789,-0.71782,-0.37958,1.55225,-1.34105,0.71365
-0.71821,-0.69765,2.79085,-0.12010,-1.53854,-0.73665,-0.51317,-0.58648
0.25633,-0.64891,0.00915,0.10807,-2.51429,2.06235,0.15822,-1.38172
0.56622,0.54791,0.25655,-0.74319,1.27079,1.75362,-0.83324,-0.99956
-0.17041,-1.00129,-0.89804,-0.53993,-0.06667,-1.07332,-0.28004,0.66228
1.10402,-0.39186,-0.56625,-0.69766,-0.07378,0.00460,1.50876,-0.40953
-0.91558,0.42699,-0.50308,-0.30202,0.80542,1.51059,0.82753,0.07382
-0.12242,0.07169,1.06505,0.67940,0.73458,0.07322,1.21971,1.06615
2.13956,1.23075,-0.25059,0.62758,-0.17456,1.14287,-0.17988,1.11983
0.00126,-1.60109,-0.68511,0.97868,1.61454,0.20049,0.90722,-0.54795
0.58723,-1.00008,-0.32858,-1.01631,0.48460,-1.13882,0.12401,-0.90273
-0.67492,-0.11863,-0.99846,1.01937,0.86330,0.25167,1.01768,0.49549
-0.27125,-0.88048,-1.15360,-2.21073,-3.27683,0.28276,0.71803,0.86252
0.74939,0.25223,-1.75926,-0.80353,0.80303,-0.40197,0.56290,1.03379
0.07319,0.61748,-0.25721,-0.69868,-0.20713,-0.46779,-0.24912,0.18242
1.08123,-1.66737,1.30709,1.11947,-1.71872,0.57736,-0.58172,-2.48093
0.25946,-0.27898,-0.33740,-1.74140,-0.51100,-0.82682,2.02798,0.72300
-0.79340,0.65306,0.03027,-0.22311,0.50079,-0.81002,-0.44920,1.08250
0.96516,-0.91656,2.47176,-0.16733,-0.97737,-1.20044,-1.05786,-0.12072
-1.33416,0.84811,-0.83046,0.43349,-0.66083,-0.50902,0.34823,-0.54708
-0.40852,-0.45814,-0.14415,-1.07740,0.85572,0.72268,0.72022,0.74886
-0.67204,-0.01539,0.13565,-0.24134,1.03393,0.29758,1.14571,0.22529
-0.66047,0.79412,0.45999,-0.86653,-0.59044,0.55868,-0.33983,-0.26679
-0.18995,-0.12011,0.35356,1.32143,0.63566,0.06529,-0.74038,-2.71813
0.57266,0.09937,0.26855,0.69703,0.59789,-1.25457,-0.43974,-1.15447
-0.19464,-0.54027,0.52204,0.58443,-2.56176,-0.11711,-0.29417,-0.68609
0.96816,-0.21856,1.41963,-0.07135,-0.63522,-0.54657,-0.34375,-0.01447
-0.15713,-1.10611,-1.01094,1.25452,1.59668,-0.32627,-0.58050,-1.12017
-0.10496,-0.23762,-2.30258,-1.06192,-0.08275,0.70665,-0.70654,0.65905
-0.15822,-0.51496,0.80031,0.41891,-1.32182,-0.74946,-0.02491,-0.61777
-1.37026,1.21144,0.75749,-0.10890,0.18293,0.96381,-0.37051,0.62654
-0.26558,-0.34516,-0.11586,-0.07801,1.48488,-0.03066,-0.46481,1.05850
0.65919,-0.88774,-1.56675,-0.90076,-1.67341,-1.08547,4.01866,2.03955
1.17932,1.40302,0.79341,-0.20942,-0.57169,0.13454,0.79232,0.23501
-1.55786,0.37037,0.49724,-1.57991,0.90071,0.26140,-0.61269,0.67966
1.63649,0.52107,0.45416,-1.46504,-0.91238,-1.28805,-2.11516,-0.40406
-0.16726,0.42296,-0.60043,-1.25744,0.43962,0.74591,0.01224,-1.88071
1.70905,1.48954,0.56416,0.51284,1.16918,0.54305,0.52848,0.05271
-1.53029,0.71986,0.03142,-0.55781,0.36205,1.39388,-0.69617,2.14704
-0.33276,-0.08054,-1.19583,-0.80566,0.29970,0.75187,-0.98592,0.04695
-0.10376,-1.28681,-0.65684,0.85020,1.77165,0.73598,0.48670,1.32643
-0.74871,0.17067,0.34531,0.13788,-0.34507,1.14994,-0.46078,-0.33948
-1.02783,0.69106,0.33152,0.75022,0.86829,0.63286,-1.31748,-0.67116
-0.08876,-0.61989,0.32598,-0.67719,-0.21634,-0.40514,-0.68068,-0.58616
1.55271,1.73886,-1.44197,0.61075,0.19428,1.67230,1.51440,-0.55392
-0.01259,-0.09822,-0.39924,-0.15355,0.25813,0.30512,0.82619,-2.54633
0.54299,-0.28256,0.01558,-1.16275,0.38296,-1.56606,-0.83450,-2.49781
-0.22214,0.31137,1.56820,1.00807,0.33926,-0.28545,0.63779,-0.83250
-0.45608,0.44852,-0.10626,-1.24446,0.57960,-0.87923,0.02210,-1.78762
0.43594,-1.36448,-0.59132,0.73988,1.02258,-0.08550,0.20191,-0.10742
-0.49261,-0.81344,-0.74842,0.09304,1.58747,-0.51483,0.27712,1.02806
-1.86512,0.94967,0.56419,-0.26027,0.58440,0.20346,0.11752,0.72150
-1.18173,0.69893,1.14825,-0.74524,-0.41556,0.83305,0.78647,-0.59375
-0.00681,-1.30479,0.78761,0.81617,-2.41546,2.88329,-0.80267,-0.84375
-1.20359,0.87819,-1.06271,1.54040,-1.21860,-1.31134,-0.83102,1.65177
-1.28214,0.96423,0.58676,-1.22417,-0.51579,1.58523,-0.17199,-0.49642
0.24124,-0.15468,1.01321,-0.88249,0.86645,-0.84192,0.98235,-0.49451
-0.82023,0.67616,-0.14894,0.15808,1.02678,-1.53348,0.69121,0.07506
0.50005,-0.92466,-1.38483,-1.50951,-1.42102,-1.18592,2.49417,1.43414
-1.09966,0.79624,-1.32925,1.10399,-0.28462,-0.87548,-0.38460,-0.93470
0.96638,-0.44652,-0.63399,-2.10183,-0.18790,-0.38394,0.40318,1.04131
-0.21178,0.17518,-1.68768,-1.55333,-1.52595,-0.07760,0.94545,0.66476
2.85504,1.67014,-0.93384,1.63474,0.37448,0.07492,-0.14157,0.26337
1.07284,0.35514,-0.01041,-0.40166,0.15512,-0.17198,-0.97802,-1.80648
0.54270,0.53503,-0.24780,-0.01863,0.41552,1.39944,1.86649,1.30950
2.78024,1.46694,-0.69782,0.49647,-0.66940,0.73765,0.35314,1.02692
-0.10644,-1.87755,0.28312,1.42141,0.04254,-0.25208,-0.36893,-1.54458
1.54196,0.08982,0.25999,0.25107,-0.14425,-0.51496,-1.21283,-0.04102
-0.23941,-0.45168,-0.12234,2.34536,0.53323,-0.21156,-0.80032,-0.36755
-0.83461,0.48860,0.47586,-0.05200,-2.02584,1.26807,-0.23372,0.18136
-0.08719,0.82354,-0.24469,-1.30110,-0.52859,0.15282,0.21436,0.57212
0.24727,0.63374,1.43715,0.29770,0.17009,0.25217,-0.61553,0.94846
2.42176,1.42387,-0.27242,0.96577,1.57849,0.08222,-0.28518,-0.63421
-0.07685,-0.41977,1.74683,-0.68296,-0.27983,-1.58350,-0.73472,-0.61080
0.38193,-0.45805,-0.33285,0.21214,-0.82805,-0.12058,0.02025,-3.17605
-0.66065,-1.40721,-1.31837,-2.00821,-0.68862,0.07870,1.30393,-0.16333
2.59997,0.84953,-0.76406,-0.50031,2.22847,0.54734,1.22573,0.02514
0.10690,0.26579,-1.50461,-1.36106,-0.65815,0.16848,1.73816,1.38113
0.48551,-0.07475,0.18779,-0.96306,-0.25411,-0.86019,-0.24521,-0.42900
-0.83736,0.39200,0.65170,-0.47811,-0.43809,0.45723,1.00845,1.13568
0.92219,0.96917,0.99151,1.97519,1.47745,0.34587,-1.12295,-0.22941
1.23586,-0.35951,-0.58936,-1.00395,0.78193,-1.58464,1.45447,0.25013
0.15736,-1.14760,-0.20912,-1.69941,-0.19408,-0.81837,0.75603,-0.85550
-1.20699,-0.41352,0.17628,0.70658,2.25816,0.90256,1.28258,-0.12227
-1.40584,0.66890,0.21896,-0.86829,0.29432,1.59627,0.19990,-0.65253
-0.15655,-0.93290,-1.20723,1.38353,-2.74096,-1.25001,-0.79205,0.29821
1.81103,1.72295,-0.64983,0.91865,0.45101,-0.45185,-0.06113,1.23118
-0.91206,1.03810,-0.61967,0.90924,-0.87791,-1.61402,-0.98290,-1.14900
0.52533,-1.06312,0.51647,1.51585,-2.17789,-0.04085,-0.23015,-0.37559
-1.30138,0.92220,0.14742,-0.94989,-1.41006,-0.61100,-1.43431,-0.51029
